Genome ID,Genome Name,Organism Name,Species,NCBI Taxon ID,Genome Status,Strain,MLST,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Sequences,Genome Length,GC Content,PATRIC CDS,BRC1 CDS,RefSeq CDS,Fermentation,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Date Inserted,Date Modified
302911.59,Bifidobacterium animalis subsp. lactis strain DS23_2,,animalis,302911,WGS,DS23_2,,,,2018-05-06T00:00:00Z,,PRJNA336518,SAMN08948997,GCA_003094835.1,,QDIO01000000,,USFDA,,Illumina MiSeq,58.8x,CLC NGS Cell v. 11,,,114,,1934130,60.501724,1737,,1664,,gut_lab,Commercial dietary supplements,,31-Mar-2017,USA,USA:MD,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization.,sample_type:Single cell,2018-05-30T16:23:55.037Z,2018-05-30T16:23:55.037Z
302911.56,Bifidobacterium animalis subsp. lactis strain DS24_2,,animalis,302911,WGS,DS24_2,,,,2018-05-06T00:00:00Z,,PRJNA336518,SAMN08948998,GCA_003094815.1,,QDIN01000000,,USFDA,,Illumina MiSeq,60.5x,SPAdes v. 3.8.2,,,36,,1924949,60.451626,1685,,1602,,gut_lab,Commercial dietary supplements,,02-Apr-2018,USA,USA:MD,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization.,sample_type:Single cell,2018-05-27T22:35:40.776Z,2018-05-27T22:35:40.776Z
302911.60,Bifidobacterium animalis subsp. lactis strain DS27_2,,animalis,302911,WGS,DS27_2,,,,2018-05-06T00:00:00Z,,PRJNA336518,SAMN08948999,GCA_003094775.1,,QDIL01000000,,USFDA,,Illumina MiSeq,74.3x,SPAdes v. 3.8.2,,,18,,1920466,60.46194,1670,,1588,,gut_lab,Commercial dietary supplements,,13-Apr-2018,USA,USA:MD,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization.,sample_type:Single cell,2018-05-30T16:23:58.134Z,2018-05-30T16:23:58.134Z
302911.57,Bifidobacterium animalis subsp. lactis strain DS28_2,,animalis,302911,WGS,DS28_2,,,,2018-05-06T00:00:00Z,,PRJNA336518,SAMN08949000,GCA_003095015.1,,QDIK01000000,,USFDA,,Illumina MiSeq,290.9x,SPAdes v. 3.8.2,,,17,,1918800,60.461174,1664,,1588,,gut_lab,Commercial dietary supplements,,20-Jun-2017,USA,USA:MD,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization.,sample_type:Single cell,2018-05-30T16:22:04.418Z,2018-05-30T16:22:04.418Z
302911.54,Bifidobacterium animalis subsp. lactis strain LMG P-17502_1,,animalis,302911,WGS,LMG P-17502_1,,,,2018-02-02T00:00:00Z,,PRJNA388854,SAMN07187788,GCA_002914815.1,,NIGR01000000,,NIZO food research,,Illumina,391x,CLC NGS Cell v. 8,,,15,,1917294,60.466625,1638,,1552,,,,,2017,Italy,Italy,,,,,,,,,,,,,,,,,,,,"The VSL#3 product contains a mix of 8 different probiotic strains. These strains have been sequenced, assembled and annotated in this project",,2018-05-25T21:45:53.454Z,2018-05-25T21:45:53.454Z
302911.55,Bifidobacterium animalis subsp. lactis strain LMG P-17502_2,,animalis,302911,WGS,LMG P-17502_2,,,,2018-02-02T00:00:00Z,,PRJNA388854,SAMN07187789,GCA_002914895.1,,NIGQ01000000,,NIZO food research,,Illumina,403x,CLC NGS Cell v. 8,,,13,,1916489,60.467617,1638,,1554,,,,,2017,Italy,Italy,,,,,,,,,,,,,,,,,,,,"The VSL#3 product contains a mix of 8 different probiotic strains. These strains have been sequenced, assembled and annotated in this project",,2018-05-25T21:46:04.779Z,2018-05-25T21:46:04.779Z
302911.62,Bifidobacterium animalis subsp. lactis strain S7,,animalis,302911,Complete,S7,,,,2018-08-15T00:00:00Z,,PRJNA397826,SAMN07488464,GCA_003390755.1,,CP022724,,Korea Food Research Institute,,PacBio,185.0x,HGAP v. 3.0,1,,1,,1944072,60.487885,1695,,1593,,gut_human,adult feces,,2017-04-04,South Korea,South Korea: Bundang,Homo sapiens,,,,,,,,,,,,,,,,,,,S7 strain was isolated from Korean adult feces,sample_type:cell culture,2018-09-30T16:44:42.504Z,2018-09-30T16:44:42.504Z
573236.3,Bifidobacterium animalis subsp. lactis V9,Bifidobacterium animalis subsp. lactis V9,animalis,573236,Complete,V9,,,,2010-05-05T00:00:00Z,20511504,PRJNA32515,SAMN02603934,GCA_000092765.1,,CP001892,NC_017217.1,"The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Department of Food Science and Engineering, Inner Mongolia Agricultural University, China|Beijing Institute of Genomics, Chinese Academy of Sciences, China|College of Agriculture and Biology, Shanghai Jiao Tong University, China|Inner Mongolia Light Industrial Institute of Research, China",complete,,,,1,,1,,1944050,60.49,1613,,1572,,gut_human,the feces of healthy Mongolian infants,isolated from the feces of healthy Mongolian infants in China,,China,China,"Human, Homo sapiens",,infant,,,,,,,+,,No,No,Mesophilic,-,,Anaerobic,Multiple,,Bifidobacterium animalis subsp. lactis V9. Bifidobacterium animalis subsp. lactis V9 was isolated from the feces of healthy Mongolian infants in China. This strain has probiotic properties such as high resistance to acidic pH and bile salt.,,2014-12-08T22:10:27.826Z,2015-03-16T03:17:09.594Z
1681.43,Bifidobacterium bifidum,,bifidum,1681,WGS,,,,,2015-10-01T00:00:00Z,,PRJEB10915,SAMEA3545285,GCF_001405355.1,ERR1022335,CYXQ01000000,,SC,,,,,,,16,,2157157,62.67,1850,,1751,,gut_human,faeces,,2013,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,"Whole genome and metagenomic sequencing of novel and characterised bacteria from healthy human donors These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",,2016-01-17T17:37:40.899Z,2016-01-17T17:37:40.899Z
500634.3,Bifidobacterium bifidum ATCC 29521 = JCM 1255,Bifidobacterium bifidum ATCC 29521 = JCM 1255,bifidum,500634,WGS,ATCC 29521,,DSM 20456,Yes,2013-09-12T00:00:00Z,,PRJNA28655,,GCA_000466525.1,,AWSW00000000,-,Washington University Genome Sequencing Center,WGS,Illumina,181x,Velvet v. 1.1.06,,,54,,2189124,62.7,1894,,2109,,gut_human,gastrointestinal tract,"isolated from the mammalian GIT, and some from the vaginal and oral cavity",,,,"Human, Homo sapiens",,,,,,,,,Positive,Rod-shaped,Nonmotile,,Mesophilic,,,Anaerobic,Multiple,,"Bifidobacterium. Representatives of this genus naturally colonize the human gastrointestinal tract (GIT) and are important for establishing and maintaining homeostasis of the intestinal ecosystem to allow for normal digestion. Their presence has been associated with beneficial health effects, such as prevention of diarrhea, amelioration of lactose intolerance, or immunomodulation. The stabilizing effect on GIT microflora is attributed to the capacity of bifidobacteria to produce bacteriocins, which are bacteriostatic agents with a broad spectrum of action, and to their pH-reducing activity. Most of the ~30 known species of bifidobacteria have been isolated from the mammalian GIT, and some from the vaginal and oral cavity. All are obligate anaerobes belonging to the Actinomycetales, branch of Gram-positive bacteria with high GC content that also includes Corynebacteria, Mycobacteria, and Streptomycetes.Bifidobacterium bifidum. Bifidobacterium bifidum is commonly isolated from human feces and is used a a probiotic to maintain healthy gut flora.Bifidobacterium bifidum DSM 20456.  Bifidobacterium bifidum DSM 20456 (ATCC 27723) was isolated from the feces of a breast-fed infant and is a member of normal human gut microbial community. This strain is the type strain and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota of children and adults. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   ",,2014-12-08T22:10:27.936Z,2015-03-16T03:17:09.594Z
500634.4,Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456,,bifidum,500634,WGS,DSM 20456,,,,2014-11-04T00:00:00Z,-,PRJNA237576,SAMN02442030,GCA_000771485.1,SRR1151296,JDUM00000000,-,Key Laboratory of Dairy BiotecInner Mongolia Agricultural University,,Illunima Hiseq,278.3x,SOAPdenovo v. 2.01,,,50,,2202787,62.67,1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Bifidobacterium,,2015-03-12T17:40:20.161Z,2015-03-16T03:17:09.594Z
500634.6,Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456,,bifidum,500634,Complete,JCM 1255,,,,2015-03-24T00:00:00Z,,PRJDB56,,GCF_001025135.1,,AP012323,NZ_AP012323.1,"Graduate School of Frontier Sciences, University of Tokyo",,3730xl,8.9x,phrap v 0.990329,1,,1,,2211039,62.66,1914,,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,Determination of the complete genome sequence of Bifidobacterium bifidum,,2016-01-17T16:06:32.223Z,2016-01-17T16:06:32.223Z
484020.3,Bifidobacterium bifidum BGN4,Bifidobacterium bifidum BGN4,bifidum,484020,Complete,BGN4,,,,2012-06-05T00:00:00Z,,PRJNA21077,SAMN02603486,GCA_000265095.1,,CP001361.1,NC_017999.1,Korea Research Institute of Bioscience and Biotechnology (KRIBB),complete,,,,1,,1,,2223664,62.6,1828,,1835,,gut_human,human feces,isolated from human feces in Korea,,South Korea,Korea,"Human, Homo sapiens",,,,,,,,,Positive,Bacilli,Yes,,Mesophilic,,,Anaerobic,Multiple,,Bifidobacterium bifidum BGN4. Bifidobacterium bifidum BGN4 was isolated from human feces in Korea. This strain is a probiotic bacterium that produces chiro-inositol which may have anti-cancer properties. ,,2014-12-08T22:10:27.948Z,2015-03-16T03:17:09.594Z
1263058.3,Bifidobacterium bifidum CAG:234,,bifidum,1263058,WGS,MGS:234,,,,2013-05-31T00:00:00Z,,PRJEB773,,GCF_000435915.1,,CBDF000000000,,DTU,,,,,,,107,,2124139,62.59,1903,,1784,,gut_human,"396 human stool samples we identified 7,381 such MetaGenomic Species","derived from 396 human stool samples we identified 7,381 such MetaGenomic Species",,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.",,2016-01-17T15:32:34.140Z,2016-01-17T15:32:34.140Z
1207543.3,Bifidobacterium bifidum IPLA 20015,Bifidobacterium bifidum IPLA 20015,bifidum,1207543,WGS,IPLA 20015,, ,,2012-09-28T00:00:00Z,,PRJNA170147,SAMN02470078,GCA_000300215.1,,AMPM00000000,-,IPLA-CSIC,WGS,Illumina HiSeq,100.0x,Velvet v. 1.2.05,,,571,,2030491,62.7,1820,,2159,,gut_human,feces of breast-milk fed infant,Isolated from faeces of breast-milk fed infants,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Pro Th17 Bifidobacterium bifidum strain. Isolated from faeces of breast-milk fed infants.,,2014-12-08T22:10:27.992Z,2015-03-16T03:17:09.594Z
398514.4,Bifidobacterium bifidum JCM 1254,,bifidum,398514,WGS,JCM 1254,,JCM: 1254,,2015-10-01T00:00:00Z,,PRJDB801,SAMD00000434,GCF_001311705.1,,BBBT01000000,,The University of Tokyo,,Ion PGM,42x,Newbler v. 2.8,,,238,,2190025,62.64,2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For the promotion of various studies, we perform genome sequencing of the important 300 microbial organisms to human and the environment.",,2016-01-17T17:14:35.211Z,2016-01-17T17:14:35.211Z
1207542.8,Bifidobacterium bifidum LMG 13195,,bifidum,1207542,WGS,LMG 13195,,,,2015-06-05T00:00:00Z,25523018,PRJNA263318,SAMN03103720,GCF_001020415.1,,JSEA01000000,,University of Parma,,Ion Torrent,109x,Mira v. 4.0,,,34,,2310178,62.55,2069,,1835,,gut_human,Infant intestine,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium bifidum pangenome,,2016-01-17T16:05:18.124Z,2016-01-17T16:05:18.124Z
1207542.3,Bifidobacterium bifidum LMG 13195 strain LMG13195,Bifidobacterium bifidum LMG 13195,bifidum,1207542,WGS,LMG13195,, ,,2012-09-27T00:00:00Z,23209243,PRJNA170146,SAMN02470080,GCA_000299595.1,,AMPL00000000,-,IPLA-CSIC,WGS,Illumina HiSeq,100.0x,Velvet v. 1.2.05,,,164,,2261733,62.57,1970,,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,Pro-Th17 and pro-Treg Bifidobacterium bifidum strain.,,2014-12-08T22:10:28.004Z,2015-03-16T03:17:09.594Z
398513.13,Bifidobacterium bifidum NCIMB 41171,,bifidum,398513,Complete,NCIMB 41171,,,,2012-06-15T00:00:00Z,22829535,PRJNA30055,SAMN02463676,GCF_000273525.1,,AKCA01000000,,Broad Institute,,Illumina/PacBio,139.0x,allpaths v. 41303,,,1,,2216395,62.81,1905,,,,,,,,,,"Human, Homo sapiens",,,,,,,,,Positive,Bacilli,No,,Mesophilic,,,Anaerobic,Multiple,,"This strain is being sequenced as a reference strain for the Human Microbiome Project (HMP). Another assembly of this organism was generated independently from the HMP reference genome, using PacBio and Illumina sequence reads.",,2016-01-17T15:28:59.544Z,2016-01-17T15:28:59.544Z
398513.5,Bifidobacterium bifidum NCIMB 41171,Bifidobacterium bifidum NCIMB 41171,bifidum,398513,WGS,NCIMB 41171,,NCIMB 41171,,2008-08-26T00:00:00Z,,PRJNA30055,,GCA_000155395.1,,ABQP00000000,NZ_ABQP00000000,Broad Institute,assembly,454,33x,Newbler v. 2.0.0-PostRelease-1/21/2009,,,9,,2196520,62.8,1820,,1833,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,+,Rod,,No,Mesophilic,-,,Anaerobic,Multiple,,Bifidobacterium bifidum NCIMB 41171. Bifidobacterium bifidum NCIMB 41171 will be used for comparative analysis.  This strain is being sequenced as a reference strain for the Human Microbiome Project(HMP).,,2014-12-08T22:10:28.037Z,2015-03-16T03:17:09.594Z
702459.3,Bifidobacterium bifidum PRL2010,Bifidobacterium bifidum PRL2010,bifidum,702459,Complete,PRL2010,,,,2010-11-02T00:00:00Z,20974960,PRJNA42863,SAMN02603510,GCA_000165905.1,,CP001840,NC_014638,"University of Parma, Italy",complete,,,,1,,1,,2214656,62.67,1904,,1706,,gut_human,infant stool samples,isolated from infant stool samples,,,,"Human, Homo sapiens",,infant,,,,,,,+,Rod,No,No,Mesophilic,-,,Anaerobic,,,"Bifidobacterium bifidum PRL2010.This is a probiotic microorganism, isolated from infant stool samples. This genome will be used for comparative analysis.",,2014-12-08T22:10:28.048Z,2015-03-16T03:17:09.594Z
883062.5,Bifidobacterium bifidum S17,Bifidobacterium bifidum S17,bifidum,883062,Complete,S17,,,,2010-10-19T00:00:00Z,21037011,PRJNA51963,SAMN02603395,GCA_000164965.1,,CP002220,NC_014616,"Institute of Microbiology and Biotechnology, University of Ulm",complete,,,,1,,1,,2186882,62.76,1850,,1783,,,,,,,,,,,,,,,,,,,,,,-,,,,,Bifidobacterium bifidum S17. Project description not provided.,,2014-12-08T22:10:28.057Z,2015-03-16T03:17:09.594Z
1681.92,Bifidobacterium bifidum strain 1 G1971,,bifidum,1681,WGS,1 G1971,,,,2017-10-06T00:00:00Z,,PRJNA383102,SAMN06759457,GCA_002469385.1,,NDXI01000000,,I.N. Blochina NNSRIEM,,IonTorrent,385.0x,SPAdes v. 3.7.0,,,13,,2198027,62.69,2107,,1827,,,,,1977,Russia,Russia: Moscow,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium bifidum genome sequencing for.explore its genetic properties,sample_type:cell culture,2017-11-23T03:27:34.020Z,2017-11-23T03:27:34.020Z
1681.54,Bifidobacterium bifidum strain 141.5,,bifidum,1681,WGS,141.5,,,,2016-02-29T00:00:00Z,,PRJNA272371,SAMN04497897,GCA_001576865.1,,LSUL00000000,,National University of Singapore,,454; Illumina HiSeq; Illumina MiSeq,24.0x,Velvet v. 1.2.10; SOAPdenovo v. 2;,,,44,,2105224,62.87,1867,,1735,,gut_human,"fecal sample PR141 from 1 month old male Chinese infant, vaginal delivered, breastfeeding and formula feeding at 1 month, eczema by 2 years of age",,08-Nov-2005,Singapore,Singapore,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Eczema is common chronic inflammatory skin disorder with significant impact on child health, and its prevalence is increasing worldwide. It is known that the interaction between gut microbes and the host immune system influences early life development of the immune system. We and others have shown that the composition of the stool microbiota signatures differ between eczema and healthy controls in infancy. The scope of work will include the identification of functional and structural gene composition present in the stools of infants with and without eczema by comparative metagenomics. The proposed study will provide the initial steps towards a comprehensive evaluation of the bacterial gene composition in stool microbiota in relation to development of eczema.",sample_type:metagenomic assembly,2016-03-18T09:14:13.059Z,2016-03-18T09:14:13.059Z
1681.51,Bifidobacterium bifidum strain 156B,,bifidum,1681,WGS,156B,,,,2015-06-05T00:00:00Z,25523018,PRJNA263318,SAMN03097399,GCF_001020255.1,,JSDS01000000,,University of Parma,,Ion Torrent,51x,Mira v. 4.0,,,8,,2191816,62.75,1909,,1720,,gut_human,Infant stool,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium bifidum pangenome,,2016-01-17T16:05:15.344Z,2016-01-17T16:05:15.344Z
1681.55,Bifidobacterium bifidum strain 170.6,,bifidum,1681,WGS,170.6,,,,2016-02-29T00:00:00Z,,PRJNA272371,SAMN04497916,GCA_001576895.1,,LSUI00000000,,National University of Singapore,,Illumina HiSeq; Illumina MiSeq; 454,27.0x,Velvet v. 1.2.10; SOAPdenovo v. 2;,,,72,,2131937,63.05,1914,,1792,,gut_human,"fecal sample PR170 from 1 month old male Malay infant, vaginal delivered, breastfeeding and formula feeding at 1 month, eczema by 2 years of age",,29-Dec-2005,Singapore,Singapore,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Eczema is common chronic inflammatory skin disorder with significant impact on child health, and its prevalence is increasing worldwide. It is known that the interaction between gut microbes and the host immune system influences early life development of the immune system. We and others have shown that the composition of the stool microbiota signatures differ between eczema and healthy controls in infancy. The scope of work will include the identification of functional and structural gene composition present in the stools of infants with and without eczema by comparative metagenomics. The proposed study will provide the initial steps towards a comprehensive evaluation of the bacterial gene composition in stool microbiota in relation to development of eczema.",sample_type:metagenomic assembly,2016-03-18T09:15:34.748Z,2016-03-18T09:15:34.748Z
1681.82,Bifidobacterium bifidum strain 1887B,,bifidum,1681,WGS,1887B,,,,2017-03-31T00:00:00Z,,,,,,NAQK00000000,,,,,,,,,21,,2255543,62.63,1956,,1851,,milk_human,Human Milk,,,Italy,Italy,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,,,2017-05-28T06:02:59.372Z,2017-05-28T06:02:59.372Z
1681.45,Bifidobacterium bifidum strain 324B,,bifidum,1681,WGS,324B,,,,2015-06-05T00:00:00Z,25523018,PRJNA263318,SAMN03097400,GCF_001020375.1,,JSDT01000000,,University of Parma,,Ion Torrent,92x,Mira v. 4.0,,,2,,2204341,62.67,1938,,1724,,gut_human,Infant stool,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium bifidum pangenome,,2016-01-17T16:05:17.403Z,2016-01-17T16:05:17.403Z
1681.78,Bifidobacterium bifidum strain 62_13,,bifidum,1681,WGS,62_13,,,,2016-12-23T00:00:00Z,27819664,PRJNA321218,SAMN05717207,GCA_001915215.1,,MNQB00000000,,None,,Illumina HiSeq,1x,IDBA_UD v. 1.1,,,33,,1678513,62.8,1534,,1365,,gut_human,healthy adult 3C,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"S. C. Di Rienzi, I. Sharon, K. C. Wrighton, O. Koren, L. A. Hug, B. C. Thomas, J. K. Goodrich, J. T. Bell, T. D. Spector, J. F. Banfield, and R. E. Ley, “The human gut and groundwater harbor non-photosynthetic bacteria belonging to a new candidate phylum sibling to Cyanobacteria.,” Elife, vol. 2, pp. e01102–e01102, Jan. 2013.",sample_type:metagenomic assembly,2017-01-17T05:07:26.260Z,2017-01-17T05:07:26.260Z
1681.56,Bifidobacterium bifidum strain 791,,bifidum,1681,WGS,791,,,,2016-03-21T00:00:00Z,,PRJNA298114,SAMN04155634,GCF_001595435.1,,LKUR00000000,,N. Blokhina Nizhny Novgorod Research Institute of Epidemiology and Microbiology,,Illumina MiSeq,150.0x,SPAdes v. 3.6.0,,,33,,2285457,62.41,2037,,1807,,gut_human,healthy human gut,,23-Apr-1993,Russia,Russia: Nizhny Novgorod,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Genomic sequencing of B. bifidum 791 probiotic strain,sample_type:cell culture,2016-04-27T18:33:53.237Z,2016-04-27T18:33:53.237Z
1681.46,Bifidobacterium bifidum strain 85B,,bifidum,1681,WGS,85B,,,,2015-06-05T00:00:00Z,25523018,PRJNA263318,SAMN03097398,GCF_001020355.1,,JSDU01000000,,University of Parma,,Ion Torrent,63x,Mira v. 4.0,,,9,,2360966,62.97,2078,,1848,,gut_human,Infant stool,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium bifidum pangenome,,2016-01-17T16:05:17.088Z,2016-01-17T16:05:17.088Z
1681.52,Bifidobacterium bifidum strain A8,,bifidum,1681,WGS,A8,,,,2015-06-05T00:00:00Z,25523018,PRJNA263318,SAMN03097401,GCF_001020245.1,,JSDV01000000,,University of Parma,,Ion Torrent,123x,Mira v. 4.0,,,10,,2223105,62.76,1929,,1722,,gut_human,Infant stool,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium bifidum pangenome,,2016-01-17T16:05:15.021Z,2016-01-17T16:05:15.021Z
1681.93,Bifidobacterium bifidum strain B80,,bifidum,1681,Plasmid,B80,,,,2016-07-26T00:00:00Z,18652842,,,,,DQ305402,,,,,,,,1,1,,4898,61.88,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-30T05:59:31.811Z,2017-12-30T05:59:31.811Z
1681.42,Bifidobacterium bifidum strain BF3,,bifidum,1681,Complete,BF3,,,,2015-09-14T00:00:00Z,,PRJNA270902,SAMN03271680,GCF_001281345.1,,CP010412,NZ_CP010412.1,Yonsei University,,PacBio,168.01x,SMRT pipe v. Aug 2014,1,,1,,2210370,62.65,1882,,1887,,gut_human,feces,,2001-10-25,South Korea,Korea,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Genome sequence of Bifidobacterium bifidum BF3,,2016-01-17T17:06:10.695Z,2016-01-17T17:06:10.695Z
1681.60,Bifidobacterium bifidum strain BI-14,,bifidum,1681,WGS,BI-14,,,,2016-07-09T00:00:00Z,27340092,PRJDB4597,SAMD00047595,GCF_001685685.1,,BCXK00000000,,"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute",,Illumina MiSeq,120x,ABySS v. 1.3.5,,,26,,2184434,62.62,1830,,,,gut_human,infant feces,isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin,,Japan,Japan,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5.,,2016-08-26T21:00:02.868Z,2016-08-26T21:00:02.868Z
1681.70,Bifidobacterium bifidum strain Calf96,,bifidum,1681,WGS,Calf96,,,,2016-10-31T00:00:00Z,,PRJEB17194,SAMN05216254,,SRR4228338,FOLU00000000,,DOE - JOINT GENOME INSTITUTE,,,,,,,15,,2150296,62.8,1867,,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,Bifidobacterium bifidum Calf96,,2016-11-24T04:46:43.271Z,2016-11-24T04:46:43.271Z
1681.103,Bifidobacterium bifidum strain DS25_23,,bifidum,1681,WGS,DS25_23,,,,2018-05-06T00:00:00Z,,PRJNA336518,SAMN08949001,GCA_003094795.1,,QDJA01000000,,USFDA,,Illumina MiSeq,36.7x,CLC NGS Cell v. 11,,,63,,2226658,62.747578,1987,,1867,,gut_lab,Commercial dietary supplements,,29-Mar-2017,USA,USA:MD,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization.,sample_type:Single cell,2018-05-30T16:24:01.166Z,2018-05-30T16:24:01.166Z
1681.102,Bifidobacterium bifidum strain DS26_23,,bifidum,1681,WGS,DS26_23,,,,2018-05-06T00:00:00Z,,PRJNA336518,SAMN08949002,GCA_003095035.1,,QDIM01000000,,USFDA,,NextSeq 500,50.9x,CLC NGS Cell v. 11,,,160,,2231875,62.829147,2026,,1888,,gut_lab,Commercial dietary supplements,,17-Apr-2018,USA,USA:MD,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization.,sample_type:Single cell,2018-05-30T16:22:24.323Z,2018-05-30T16:22:24.323Z
1681.104,Bifidobacterium bifidum strain DS30_23,,bifidum,1681,WGS,DS30_23,,,,2018-05-06T00:00:00Z,,PRJNA336518,SAMN08949003,GCA_003094755.1,,QDIJ01000000,,USFDA,,NextSeq 500,87.5x,SPAdes v. 3.8.2,,,27,,2254218,62.776226,2018,,1893,,gut_lab,Commercial dietary supplements,,11-Jan-2018,USA,USA:MD,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization.,sample_type:Single cell,2018-05-30T16:24:33.835Z,2018-05-30T16:24:33.835Z
